# ecldata4a.ecl
sha256: 797c83391c77d386abd264249224821be3d878fcf73b2bd71189dbfd3776f6cf
header: subroutines=61 timelines=2 data_end=0x0000c2bc

## timeline 0 [0x0000a2b4, 0x0000bafc)
0x0000a2b4 t=     1 op=0x00 size=32 diff=0xff  spawn_enemy sub=15 pos=(30,-16) rest=[0x00000014, 0xfffffffe, 0x000003e8]
0x00007dd0 t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000005a(s=90,f=1.261169e-43), 0x00000004(s=4,f=5.605194e-45), 0x43400000(s=1128267776,f=192), 0x43600000(s=1130364928,f=224)]
0x00007dec t=     0 op=0x007a size=244 b08=0x00 diff=0xf1 pmask=0x0000  start_spell_card id=70 score=25000000 field_00=0 name='境界「二重弾幕結界」' owner='博麗霊夢'
0x00007ee0 t=     0 op=0x007a size=244 b08=0x00 diff=0xf2 pmask=0x0000  start_spell_card id=71 score=25000000 field_00=0 name='境界「二重弾幕結界」' owner='博麗霊夢'
0x00007fd4 t=     0 op=0x007a size=244 b08=0x00 diff=0xf4 pmask=0x0000  start_spell_card id=72 score=25000000 field_00=0 name='大結界「博麗弾幕結界」' owner='博麗霊夢'
0x000080c8 t=     0 op=0x007a size=244 b08=0x00 diff=0xf8 pmask=0x0000  start_spell_card id=73 score=25000000 field_00=0 name='大結界「博麗弾幕結界」' owner='博麗霊夢'
0x000081bc t=    90 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000004(s=4,f=5.605194e-45)]
0x000081cc t=    90 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x000001e0(s=480,f=6.726233e-43)]
0x000081dc t=    90 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x00000006(s=6,f=8.407791e-45), 0x00000000(s=0,f=0)]
0x000081f0 t=    90 op=0x0089 size=20 b08=0x00 diff=0xff pmask=0x0000  set_enemy_callback args=[0x00000007(s=7,f=9.809089e-45), 0x00000000(s=0,f=0)]
0x00008204 t=    90 op=0x007c size=16 b08=0x00 diff=0xff pmask=0x0000  play_sound_at_enemy args=[0x0000000d(s=13,f=1.821688e-44)]
0x00008214 t=   210 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00008220 t=   210 op=0x004b size=28 b08=0x00 diff=0xff pmask=0x0000  set_movement_bounds args=[0x42780000(s=1115160576,f=62), 0x41f00000(s=1106247680,f=30), 0x43a10000(s=1134624768,f=322), 0x43910000(s=1133576192,f=290)]
0x0000823c t=   210 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000000(s=0,f=0)]
0x00008250 t=   210 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x400a3ae6(s=1074412262,f=2.159845)]
0x00008264 t=   210 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000003d(s=61,f=8.547921e-44)]
0x00008278 t=   210 op=0x005b size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_variant args=[0x0000002f(s=47,f=6.586103e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001388(s=5000,f=7.006492e-42), 0x00000001(s=1,f=1.401298e-45), 0x00000064(s=100,f=1.401298e-43)]
0x0000829c t=   210 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f490fdb(s=1061752795,f=0.7853982)]
0x000082b0 t=   210 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000041(s=65,f=9.10844e-44)]
0x000082c4 t=   210 op=0x005b size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_variant args=[0x00000030(s=48,f=6.726233e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001388(s=5000,f=7.006492e-42), 0x00000001(s=1,f=1.401298e-45), 0x00000064(s=100,f=1.401298e-43)]
0x000082e8 t=   210 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f490fdb(s=1061752795,f=0.7853982)]
0x000082fc t=   210 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000040(s=64,f=8.96831e-44)]
0x00008310 t=   210 op=0x005b size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_variant args=[0x0000002f(s=47,f=6.586103e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001388(s=5000,f=7.006492e-42), 0x00000001(s=1,f=1.401298e-45), 0x00000064(s=100,f=1.401298e-43)]
0x00008334 t=   210 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f490fdb(s=1061752795,f=0.7853982)]
0x00008348 t=   210 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000044(s=68,f=9.52883e-44)]
0x0000835c t=   210 op=0x005b size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_variant args=[0x00000030(s=48,f=6.726233e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001388(s=5000,f=7.006492e-42), 0x00000001(s=1,f=1.401298e-45), 0x00000064(s=100,f=1.401298e-43)]
0x00008380 t=   210 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f490fdb(s=1061752795,f=0.7853982)]
0x00008394 t=   210 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000003f(s=63,f=8.82818e-44)]
0x000083a8 t=   210 op=0x005b size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_variant args=[0x0000002f(s=47,f=6.586103e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001388(s=5000,f=7.006492e-42), 0x00000001(s=1,f=1.401298e-45), 0x00000064(s=100,f=1.401298e-43)]
0x000083cc t=   210 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f490fdb(s=1061752795,f=0.7853982)]
0x000083e0 t=   210 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000043(s=67,f=9.3887e-44)]
0x000083f4 t=   210 op=0x005b size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_variant args=[0x00000030(s=48,f=6.726233e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001388(s=5000,f=7.006492e-42), 0x00000001(s=1,f=1.401298e-45), 0x00000064(s=100,f=1.401298e-43)]
0x00008418 t=   210 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f490fdb(s=1061752795,f=0.7853982)]
0x0000842c t=   210 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000003e(s=62,f=8.68805e-44)]
0x00008440 t=   210 op=0x005b size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_variant args=[0x0000002f(s=47,f=6.586103e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001388(s=5000,f=7.006492e-42), 0x00000001(s=1,f=1.401298e-45), 0x00000064(s=100,f=1.401298e-43)]
0x00008464 t=   210 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f490fdb(s=1061752795,f=0.7853982)]
0x00008478 t=   210 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000042(s=66,f=9.24857e-44)]
0x0000848c t=   210 op=0x005b size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_variant args=[0x00000030(s=48,f=6.726233e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001388(s=5000,f=7.006492e-42), 0x00000001(s=1,f=1.401298e-45), 0x00000064(s=100,f=1.401298e-43)]
0x000084b0 t=   210 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x00000000(s=0,f=0)]
0x000084c4 t=   460 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x000084d0 t=   460 op=0x0043 size=24 b08=0x00 diff=0xff pmask=0x0000  set_bounded_random_velocity args=[0x00000078(s=120,f=1.681558e-43), 0x00000000(s=0,f=0), 0x3f000000(s=1056964608,f=0.5)]
0x000084e8 t=   460 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461d0800(s=1176307712,f=10050), 0x42800000(s=1115684864,f=64), 0x000001cc(s=460,f=6.445973e-43), 0x00000048(s=72,f=1.008935e-43)]
0x00008504 t=   460 op=0x0060 size=44 b08=0x00 diff=0xff pmask=0x0000  fire mode=0 type=11 color=2 count=(5,1) speed=(2.2,0.9) angle=(0,0.09817477) flags=0x00002202
0x00008530 t=   460 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0000  reset_timer args=[0x00000078(s=120,f=1.681558e-43)]
0x00008540 t=   460 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x000001cc(s=460,f=6.445973e-43), 0xffffff90(s=-112,f=nan)]
0x00008554 sub-footer

## sub 47 [0x00008560, 0x00008650)
0x00008560 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0001  set_primary_animation args=[0x00002710(s=10000,f=1.401298e-41)]
0x00008570 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x00008584 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000001e(s=30,f=4.203895e-44)]
0x00008594 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x000085a4 t=     0 op=0x0052 size=16 b08=0x00 diff=0xff pmask=0x0000  set_minimum_fire_distance args=[0x00000000(s=0,f=0)]
0x000085b4 t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x0002  move_from_current args=[0x00000064(s=100,f=1.401298e-43), 0x461c8000(s=1176272896,f=10016), 0xbd00adfd(s=-1124028931,f=-0.03141593), 0x3e75c28f(s=1047904911,f=0.24)]
0x000085d0 t=     1 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000002(s=2,f=2.802597e-45)]
0x000085e0 t=   100 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0000  set_motion_interpolation args=[0x00001770(s=6000,f=8.407791e-42), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x000085f8 t=   100 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000001(s=1,f=1.401298e-45), 0x00000031(s=49,f=6.866362e-44)]
0x0000860c t=   280 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0000  set_motion_interpolation args=[0x00001770(s=6000,f=8.407791e-42), 0xbb89421e(s=-1148632546,f=-0.00418879), 0x00000000(s=0,f=0)]
0x00008624 t=   280 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000002(s=2,f=2.802597e-45), 0x00000034(s=52,f=7.286752e-44)]
0x00008638 t=  6280 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00008644 sub-footer

## sub 48 [0x00008650, 0x00008730)
0x00008650 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0001  set_primary_animation args=[0x00002710(s=10000,f=1.401298e-41)]
0x00008660 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x00008674 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000001e(s=30,f=4.203895e-44)]
0x00008684 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x00008694 t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x0002  move_from_current args=[0x00000064(s=100,f=1.401298e-43), 0x461c8000(s=1176272896,f=10016), 0x3d00adfd(s=1023454717,f=0.03141593), 0x3ea3d70a(s=1050924810,f=0.32)]
0x000086b0 t=     1 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000002(s=2,f=2.802597e-45)]
0x000086c0 t=   100 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0000  set_motion_interpolation args=[0x00001770(s=6000,f=8.407791e-42), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x000086d8 t=   100 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000001(s=1,f=1.401298e-45), 0x00000032(s=50,f=7.006492e-44)]
0x000086ec t=   380 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0000  set_motion_interpolation args=[0x00001770(s=6000,f=8.407791e-42), 0x3b930ffc(s=999493628,f=0.004487989), 0x00000000(s=0,f=0)]
0x00008704 t=   380 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000002(s=2,f=2.802597e-45), 0x00000033(s=51,f=7.146622e-44)]
0x00008718 t=  6380 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00008724 sub-footer

## sub 49 [0x00008730, 0x000088a0)
0x00008730 t=     0 op=0x000a size=20 b08=0x00 diff=0xff pmask=0x0001  add_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000003c(s=60,f=8.407791e-44)]
0x00008744 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002711(s=10001,f=1.401439e-41)]
0x00008754 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=8192 wait_for_clear=1 int_0=240 int_1=-1 float_0=-1 float_1=-1
0x0000877c t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x000000c8(s=200,f=2.802597e-43)]
0x00008790 t=     0 op=0x0019 size=24 b08=0x00 diff=0xf3 pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x000087a8 t=     0 op=0x0019 size=24 b08=0x00 diff=0xfc pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x000087c0 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000087d0 t=     0 op=0x0061 size=44 b08=0x00 diff=0xf1 pmask=0x0040  fire mode=1 type=6 color=15 count=(1,1) speed=(1.2,0.8) angle=($f(10016),0.2617994) flags=0x00002202
0x000087fc t=     0 op=0x0061 size=44 b08=0x00 diff=0xf2 pmask=0x0040  fire mode=1 type=6 color=15 count=(1,1) speed=(1.5,0.8) angle=($f(10016),0.6283185) flags=0x00002202
0x00008828 t=     0 op=0x0061 size=44 b08=0x00 diff=0xf4 pmask=0x0040  fire mode=1 type=6 color=15 count=(2,1) speed=(1.6,0.8) angle=($f(10016),0.6283185) flags=0x00002202
0x00008854 t=     0 op=0x0061 size=44 b08=0x00 diff=0xf8 pmask=0x0040  fire mode=1 type=6 color=15 count=(2,1) speed=(1.7,0.8) angle=($f(10016),0.6283185) flags=0x00002202
0x00008880 t=     5 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff10(s=-240,f=nan)]
0x00008894 sub-footer

## sub 50 [0x000088a0, 0x000089f8)
0x000088a0 t=     0 op=0x000a size=20 b08=0x00 diff=0xff pmask=0x0001  add_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000003c(s=60,f=8.407791e-44)]
0x000088b4 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002711(s=10001,f=1.401439e-41)]
0x000088c4 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=8192 wait_for_clear=1 int_0=240 int_1=-1 float_0=-1 float_1=-1
0x000088ec t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x000000c8(s=200,f=2.802597e-43)]
0x00008900 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x00008918 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00008928 t=     0 op=0x0061 size=44 b08=0x00 diff=0xf1 pmask=0x0040  fire mode=1 type=6 color=2 count=(1,1) speed=(1.2,0.8) angle=($f(10016),0.2617994) flags=0x00002202
0x00008954 t=     0 op=0x0061 size=44 b08=0x00 diff=0xf2 pmask=0x0040  fire mode=1 type=6 color=2 count=(2,1) speed=(1.5,0.8) angle=($f(10016),0.6283185) flags=0x00002202
0x00008980 t=     0 op=0x0061 size=44 b08=0x00 diff=0xf4 pmask=0x0040  fire mode=1 type=6 color=2 count=(2,1) speed=(1.6,0.8) angle=($f(10016),0.6283185) flags=0x00002202
0x000089ac t=     0 op=0x0061 size=44 b08=0x00 diff=0xf8 pmask=0x0040  fire mode=1 type=6 color=2 count=(3,1) speed=(1.7,0.8) angle=($f(10016),0.6283185) flags=0x00002202
0x000089d8 t=     5 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff28(s=-216,f=nan)]
0x000089ec sub-footer

## sub 51 [0x000089f8, 0x00008afc)
0x000089f8 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=8192 wait_for_clear=1 int_0=300 int_1=-1 float_0=-1 float_1=-1
0x00008a20 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0000  reset_timer args=[0x00000168(s=360,f=5.044674e-43)]
0x00008a30 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x00008a48 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00008a58 t=     0 op=0x0061 size=44 b08=0x00 diff=0xf2 pmask=0x0040  fire mode=1 type=1 color=15 count=(2,1) speed=(1,0.8) angle=($f(10082),1.047198) flags=0x00002202
0x00008a84 t=     0 op=0x0061 size=44 b08=0x00 diff=0xf4 pmask=0x0040  fire mode=1 type=1 color=15 count=(2,1) speed=(1,0.8) angle=($f(10082),1.047198) flags=0x00002202
0x00008ab0 t=     0 op=0x0061 size=44 b08=0x00 diff=0xf8 pmask=0x0040  fire mode=1 type=1 color=15 count=(4,1) speed=(1,0.8) angle=($f(10082),1.047198) flags=0x00002202
0x00008adc t=    90 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff54(s=-172,f=nan)]
0x00008af0 sub-footer

## sub 52 [0x00008afc, 0x00008c00)
0x00008afc t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=8192 wait_for_clear=1 int_0=300 int_1=-1 float_0=-1 float_1=-1
0x00008b24 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0000  reset_timer args=[0x000004b0(s=1200,f=1.681558e-42)]
0x00008b34 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x00008b4c t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00008b5c t=     0 op=0x0061 size=44 b08=0x00 diff=0xf2 pmask=0x0040  fire mode=1 type=1 color=2 count=(2,1) speed=(0.8,0.8) angle=($f(10082),0.6283185) flags=0x00002202
0x00008b88 t=     0 op=0x0061 size=44 b08=0x00 diff=0xf4 pmask=0x0040  fire mode=1 type=1 color=2 count=(3,1) speed=(0.8,0.8) angle=($f(10082),0.6283185) flags=0x00002202
0x00008bb4 t=     0 op=0x0061 size=44 b08=0x00 diff=0xf8 pmask=0x0040  fire mode=1 type=1 color=2 count=(4,1) speed=(0.8,0.8) angle=($f(10082),1.047198) flags=0x00002202
0x00008be0 t=   120 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff54(s=-172,f=nan)]
0x00008bf4 sub-footer

## sub 53 [0x00008c00, 0x00008c44)
0x00008c00 t=     0 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x00000005(s=5,f=7.006492e-45), 0x00000000(s=0,f=0)]
0x00008c14 t=     0 op=0x0089 size=20 b08=0x00 diff=0xff pmask=0x0000  set_enemy_callback args=[0xffffffff(s=-1,f=nan), 0x00000000(s=0,f=0)]
0x00008c28 t=     0 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x0000003a(s=58,f=8.127531e-44)]
0x00008c38 sub-footer

## sub 54 [0x00008c44, 0x000091cc)
0x00008c44 t=     0 op=0x009d size=28 b08=0x00 diff=0xff pmask=0x0000  configure_enemy_trail args=[0x00000005(s=5,f=7.006492e-45), 0x0000000f(s=15,f=2.101948e-44), 0x00000000(s=0,f=0), 0x00000001(s=1,f=1.401298e-45)]
0x00008c60 t=     0 op=0x004c size=12 b08=0x00 diff=0xff pmask=0x0000  clear_movement_bounds args=[]
0x00008c6c t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000012(s=18,f=2.522337e-44)]
0x00008c7c t=     0 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000003(s=3,f=4.203895e-45), 0x00000039(s=57,f=7.987401e-44)]
0x00008c90 t=     0 op=0x0069 size=16 b08=0x00 diff=0xff pmask=0x0000  set_fire_delay args=[0x00000000(s=0,f=0)]
0x00008ca0 t=     0 op=0x005f size=12 b08=0x00 diff=0xff pmask=0x0000  clear_active_enemies_with_score_items args=[]
0x00008cac t=     0 op=0x0071 size=20 b08=0x00 diff=0xff pmask=0x0000  configure_bullet_sounds args=[0xffffffff(s=-1,f=nan), 0xffffffff(s=-1,f=nan)]
0x00008cc0 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000004(s=4,f=5.605194e-45)]
0x00008cd0 t=     0 op=0x006e size=20 b08=0x00 diff=0xff pmask=0x0000  set_emission_offset args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x00008ce4 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x00000f3c(s=3900,f=5.465064e-42), 0x0000003b(s=59,f=8.267661e-44)]
0x00008cf8 t=     0 op=0x0099 size=12 b08=0x00 diff=0xff pmask=0x0000  copy_enemy_end_to_timeout_subroutine args=[]
0x00008d04 t=     0 op=0x0084 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current args=[0x00000000(s=0,f=0)]
0x00008d14 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002737(s=10039,f=1.406764e-41), 0x00000000(s=0,f=0)]
0x00008d28 t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000005a(s=90,f=1.261169e-43), 0x00000004(s=4,f=5.605194e-45), 0x43400000(s=1128267776,f=192), 0x43200000(s=1126170624,f=160)]
0x00008d44 t=     0 op=0x007a size=244 b08=0x00 diff=0xf2 pmask=0x0000  start_spell_card id=74 score=25000000 field_00=0 name='神霊「夢想封印\u3000瞬」' owner='博麗霊夢'
0x00008e38 t=     0 op=0x007a size=244 b08=0x00 diff=0xf4 pmask=0x0000  start_spell_card id=75 score=25000000 field_00=0 name='神霊「夢想封印\u3000瞬」' owner='博麗霊夢'
0x00008f2c t=     0 op=0x007a size=244 b08=0x00 diff=0xf8 pmask=0x0000  start_spell_card id=76 score=25000000 field_00=0 name='神霊「夢想封印\u3000瞬」' owner='博麗霊夢'
0x00009020 t=    90 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000004(s=4,f=5.605194e-45)]
0x00009030 t=    90 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x00000834(s=2100,f=2.942727e-42)]
0x00009040 t=    90 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xc02feddf(s=-1070600737,f=-2.748893)]
0x00009054 t=   110 op=0x0042 size=28 b08=0x00 diff=0xff pmask=0x0004  set_velocity_polar_timed args=[0x000000c8(s=200,f=2.802597e-43), 0x00000004(s=4,f=5.605194e-45), 0x461c8000(s=1176272896,f=10016), 0x40d00000(s=1087373312,f=6.5)]
0x00009070 t=   110 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000037(s=55,f=7.707142e-44)]
0x00009084 t=   310 op=0x0042 size=28 b08=0x00 diff=0xff pmask=0x0004  set_velocity_polar_timed args=[0x0000001e(s=30,f=4.203895e-44), 0x00000004(s=4,f=5.605194e-45), 0x461d8800(s=1176340480,f=10082), 0x40400000(s=1077936128,f=3)]
0x000090a0 t=   310 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0xffffffff(s=-1,f=nan)]
0x000090b4 t=   340 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbec90fdb(s=-1094119461,f=-0.3926991)]
0x000090c8 t=   370 op=0x0042 size=28 b08=0x00 diff=0xff pmask=0x0004  set_velocity_polar_timed args=[0x000000fa(s=250,f=3.503246e-43), 0x00000004(s=4,f=5.605194e-45), 0x461c8000(s=1176272896,f=10016), 0x40f00000(s=1089470464,f=7.5)]
