# ecldata4b.ecl
sha256: aa4c1d45accc12faa9fab021f3ba6a19f668e1edeaafcad04293483d4b18bcc6
header: subroutines=78 timelines=2 data_end=0x0000e540

## timeline 0 [0x0000c538, 0x0000dd80)
0x0000c538 t=     1 op=0x00 size=32 diff=0xff  spawn_enemy sub=15 pos=(30,-16) rest=[0x00000014, 0xfffffffe, 0x000003e8]
0x00009cb4 t=    20 op=0x0060 size=44 b08=0x00 diff=0xff pmask=0x0000  fire mode=0 type=13 color=13 count=(5,2) speed=(1.5,0.5) angle=(0,0.5235988) flags=0x00000202
0x00009ce0 t=    20 op=0x0060 size=44 b08=0x00 diff=0xff pmask=0x0000  fire mode=0 type=13 color=13 count=(5,2) speed=(1,0.5) angle=(0,0.5235988) flags=0x00000202
0x00009d0c t=    40 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff50(s=-176,f=nan)]
0x00009d20 sub-footer

## sub 65 [0x00009d2c, 0x00009e58)
0x00009d2c t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0001  set_primary_animation args=[0x00002710(s=10000,f=1.401298e-41)]
0x00009d3c t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x00009d50 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000001e(s=30,f=4.203895e-44)]
0x00009d60 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000012(s=18,f=2.522337e-44)]
0x00009d70 t=     0 op=0x0053 size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_flag args=[0x00000001(s=1,f=1.401298e-45)]
0x00009d80 t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0004  move_to args=[0x00000078(s=120,f=1.681558e-43), 0x00000002(s=2,f=2.802597e-45), 0x461db800(s=1176352768,f=10094), 0x43e00000(s=1138753536,f=448)]
0x00009d9c t=   120 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00009da8 t=   120 op=0x008c size=36 b08=0x00 diff=0xff pmask=0x0008  spawn_effect_with_vector args=[0x0000003c(s=60,f=8.407791e-44), 0x00000001(s=1,f=1.401298e-45), 0xffffffff(s=-1,f=nan), 0x461c8000(s=1176272896,f=10016), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x00009dcc t=   120 op=0x008c size=36 b08=0x00 diff=0xff pmask=0x0008  spawn_effect_with_vector args=[0x0000003d(s=61,f=8.547921e-44), 0x00000001(s=1,f=1.401298e-45), 0xff8080ff(s=-8355585,f=nan), 0x461c8000(s=1176272896,f=10016), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x00009df0 t=   180 op=0x0072 size=64 b08=0x00 diff=0xff pmask=0x0006  spawn_laser aim_mode=absolute laser_type=1 color=$i16(10001) angle=$f(10016) speed=30 tail_distance=0 head_distance=0 max_length=2400 width=16 warmup_frames=1 active_frames=40 fade_frames=40 collision_enable_frame=1 collision_disable_frame=20 flags=6
0x00009e30 t=   180 op=0x007c size=16 b08=0x00 diff=0xff pmask=0x0000  play_sound_at_enemy args=[0x00000010(s=16,f=2.242078e-44)]
0x00009e40 t=   260 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00009e4c sub-footer

## sub 66 [0x00009e58, 0x00009eb0)
0x00009e58 t=     0 op=0x0089 size=20 b08=0x00 diff=0xff pmask=0x0000  set_enemy_callback args=[0xffffffff(s=-1,f=nan), 0x00000000(s=0,f=0)]
0x00009e6c t=     0 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000001e(s=30,f=4.203895e-44), 0x00000001(s=1,f=1.401298e-45)]
0x00009e80 t=     1 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000001e(s=30,f=4.203895e-44), 0x00000000(s=0,f=0)]
0x00009e94 t=     1 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x0000004b(s=75,f=1.050974e-43)]
0x00009ea4 sub-footer

## sub 67 [0x00009eb0, 0x0000a604)
0x00009eb0 t=     0 op=0x009d size=28 b08=0x00 diff=0xff pmask=0x0000  configure_enemy_trail args=[0x00000005(s=5,f=7.006492e-45), 0x0000000f(s=15,f=2.101948e-44), 0x00000000(s=0,f=0), 0x00000001(s=1,f=1.401298e-45)]
0x00009ecc t=     0 op=0x004c size=12 b08=0x00 diff=0xff pmask=0x0000  clear_movement_bounds args=[]
0x00009ed8 t=     0 op=0x004b size=28 b08=0x00 diff=0xff pmask=0x0000  set_movement_bounds args=[0x42000000(s=1107296256,f=32), 0x42400000(s=1111490560,f=48), 0x43b00000(s=1135607808,f=352), 0x43000000(s=1124073472,f=128)]
0x00009ef4 t=     0 op=0x0069 size=16 b08=0x00 diff=0xff pmask=0x0000  set_fire_delay args=[0x00000000(s=0,f=0)]
0x00009f04 t=     0 op=0x005f size=12 b08=0x00 diff=0xff pmask=0x0000  clear_active_enemies_with_score_items args=[]
0x00009f10 t=     0 op=0x0071 size=20 b08=0x00 diff=0xff pmask=0x0000  configure_bullet_sounds args=[0xffffffff(s=-1,f=nan), 0xffffffff(s=-1,f=nan)]
0x00009f24 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000004(s=4,f=5.605194e-45)]
0x00009f34 t=     0 op=0x006e size=20 b08=0x00 diff=0xff pmask=0x0000  set_emission_offset args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x00009f48 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x00000f3c(s=3900,f=5.465064e-42), 0x0000004c(s=76,f=1.064987e-43)]
0x00009f5c t=     0 op=0x0099 size=12 b08=0x00 diff=0xff pmask=0x0000  copy_enemy_end_to_timeout_subroutine args=[]
0x00009f68 t=     0 op=0x0084 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current args=[0x00000000(s=0,f=0)]
0x00009f78 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002737(s=10039,f=1.406764e-41), 0x00000000(s=0,f=0)]
0x00009f8c t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000005a(s=90,f=1.261169e-43), 0x00000004(s=4,f=5.605194e-45), 0x43400000(s=1128267776,f=192), 0x43200000(s=1126170624,f=160)]
0x00009fa8 t=     0 op=0x007a size=244 b08=0x00 diff=0xf2 pmask=0x0000  start_spell_card id=97 score=25000000 field_00=0 name='魔砲「ファイナルスパーク」' owner='霧雨魔理沙'
0x0000a09c t=     0 op=0x007a size=244 b08=0x00 diff=0xf4 pmask=0x0000  start_spell_card id=98 score=25000000 field_00=0 name='魔砲「ファイナルスパーク」' owner='霧雨魔理沙'
0x0000a190 t=     0 op=0x007a size=244 b08=0x00 diff=0xf8 pmask=0x0000  start_spell_card id=99 score=25000000 field_00=0 name='魔砲「ファイナルマスタースパーク」' owner='霧雨魔理沙'
0x0000a284 t=    90 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000004(s=4,f=5.605194e-45)]
0x0000a294 t=    90 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000012c(s=300,f=4.203895e-43)]
0x0000a2a4 t=    90 op=0x0043 size=24 b08=0x00 diff=0xff pmask=0x0000  set_bounded_random_velocity args=[0x00000050(s=80,f=1.121039e-43), 0x00000000(s=0,f=0), 0x3f000000(s=1056964608,f=0.5)]
0x0000a2bc t=    90 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x0000004a(s=74,f=1.036961e-43)]
0x0000a2cc t=   120 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x0000a2d8 t=   150 op=0x007c size=16 b08=0x00 diff=0xff pmask=0x0000  play_sound_at_enemy args=[0x00000013(s=19,f=2.662467e-44)]
0x0000a2e8 t=   150 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461db800(s=1176352768,f=10094), 0x461d0000(s=1176305664,f=10048)]
0x0000a2fc t=   150 op=0x0021 size=20 b08=0x00 diff=0xff pmask=0x0003  set_cos args=[0x461c8000(s=1176272896,f=10016), 0x461db800(s=1176352768,f=10094)]
0x0000a310 t=   150 op=0x0011 size=20 b08=0x00 diff=0xff pmask=0x0001  mul_float args=[0x461c8000(s=1176272896,f=10016), 0x43938000(s=1133740032,f=295)]
0x0000a324 t=   150 op=0x0020 size=20 b08=0x00 diff=0xff pmask=0x0003  set_sin args=[0x461c8400(s=1176273920,f=10017), 0x461db800(s=1176352768,f=10094)]
0x0000a338 t=   150 op=0x0011 size=20 b08=0x00 diff=0xff pmask=0x0001  mul_float args=[0x461c8400(s=1176273920,f=10017), 0x43938000(s=1133740032,f=295)]
0x0000a34c t=   150 op=0x005e size=40 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_from_vm_offset args=[0x00000046(s=70,f=9.809089e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000001f4(s=500,f=7.006492e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000a374 t=   150 op=0x005e size=40 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_from_vm_offset args=[0x00000047(s=71,f=9.949219e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000001f4(s=500,f=7.006492e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000a39c t=   150 op=0x005e size=40 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_from_vm_offset args=[0x00000048(s=72,f=1.008935e-43), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000001f4(s=500,f=7.006492e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000a3c4 t=   150 op=0x005e size=40 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_from_vm_offset args=[0x00000049(s=73,f=1.022948e-43), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000001f4(s=500,f=7.006492e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000a3ec t=   150 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000000a(s=10,f=1.401298e-44), 0x00000000(s=0,f=0)]
0x0000a400 t=   150 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000044(s=68,f=9.52883e-44)]
0x0000a414 t=   150 op=0x0002 size=16 b08=0x00 diff=0xf2 pmask=0x0000  reset_timer args=[0x00000190(s=400,f=5.605194e-43)]
0x0000a424 t=   150 op=0x0002 size=16 b08=0x00 diff=0xf4 pmask=0x0000  reset_timer args=[0x00000168(s=360,f=5.044674e-43)]
0x0000a434 t=   150 op=0x0002 size=16 b08=0x00 diff=0xf8 pmask=0x0000  reset_timer args=[0x0000014a(s=330,f=4.624285e-43)]
0x0000a444 t=   150 op=0x0043 size=24 b08=0x00 diff=0xff pmask=0x0000  set_bounded_random_velocity args=[0x00000050(s=80,f=1.121039e-43), 0x00000004(s=4,f=5.605194e-45), 0x40200000(s=1075838976,f=2.5)]
0x0000a45c t=   150 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x0000004a(s=74,f=1.036961e-43)]
0x0000a46c t=   180 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x0000a478 t=   210 op=0x007c size=16 b08=0x00 diff=0xff pmask=0x0000  play_sound_at_enemy args=[0x00000013(s=19,f=2.662467e-44)]
0x0000a488 t=   210 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461db800(s=1176352768,f=10094), 0x461d0000(s=1176305664,f=10048)]
0x0000a49c t=   210 op=0x0021 size=20 b08=0x00 diff=0xff pmask=0x0003  set_cos args=[0x461c8000(s=1176272896,f=10016), 0x461db800(s=1176352768,f=10094)]
0x0000a4b0 t=   210 op=0x0011 size=20 b08=0x00 diff=0xff pmask=0x0001  mul_float args=[0x461c8000(s=1176272896,f=10016), 0x43938000(s=1133740032,f=295)]
0x0000a4c4 t=   210 op=0x0020 size=20 b08=0x00 diff=0xff pmask=0x0003  set_sin args=[0x461c8400(s=1176273920,f=10017), 0x461db800(s=1176352768,f=10094)]
0x0000a4d8 t=   210 op=0x0011 size=20 b08=0x00 diff=0xff pmask=0x0001  mul_float args=[0x461c8400(s=1176273920,f=10017), 0x43938000(s=1133740032,f=295)]
0x0000a4ec t=   210 op=0x005e size=40 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_from_vm_offset args=[0x00000046(s=70,f=9.809089e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000001f4(s=500,f=7.006492e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000a514 t=   210 op=0x005e size=40 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_from_vm_offset args=[0x00000047(s=71,f=9.949219e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000001f4(s=500,f=7.006492e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000a53c t=   210 op=0x005e size=40 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_from_vm_offset args=[0x00000048(s=72,f=1.008935e-43), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000001f4(s=500,f=7.006492e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000a564 t=   210 op=0x005e size=40 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_from_vm_offset args=[0x00000049(s=73,f=1.022948e-43), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000001f4(s=500,f=7.006492e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000a58c t=   210 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000000a(s=10,f=1.401298e-44), 0x00000000(s=0,f=0)]
0x0000a5a0 t=   210 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000045(s=69,f=9.668959e-44)]
0x0000a5b4 t=   210 op=0x0002 size=16 b08=0x00 diff=0xf2 pmask=0x0000  reset_timer args=[0x00000190(s=400,f=5.605194e-43)]
0x0000a5c4 t=   210 op=0x0002 size=16 b08=0x00 diff=0xf4 pmask=0x0000  reset_timer args=[0x00000168(s=360,f=5.044674e-43)]
0x0000a5d4 t=   210 op=0x0002 size=16 b08=0x00 diff=0xf8 pmask=0x0000  reset_timer args=[0x0000014a(s=330,f=4.624285e-43)]
0x0000a5e4 t=   210 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x0000005a(s=90,f=1.261169e-43), 0xfffffcc0(s=-832,f=nan)]
0x0000a5f8 sub-footer

## sub 68 [0x0000a604, 0x0000a7a4)
0x0000a604 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000012(s=18,f=2.522337e-44)]
0x0000a618 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461c8000(s=1176272896,f=10016), 0x461d8800(s=1176340480,f=10082)]
0x0000a62c t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=64 wait_for_clear=0 int_0=60 int_1=1 float_0=-999.9 float_1=0
0x0000a654 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=1 kind=131072 wait_for_clear=0 int_0=180 int_1=-1 float_0=-1 float_1=-1
0x0000a67c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3c75c28f(s=1014350479,f=0.015)]
0x0000a690 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3c75c28f(s=1014350479,f=0.015)]
0x0000a6a4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3c81b4e8(s=1015133416,f=0.01583333)]
0x0000a6b8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3c962fc9(s=1016475593,f=0.01833333)]
0x0000a6cc t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0020  define_transform index=2 kind=16 wait_for_clear=0 int_0=240 int_1=-1 float_0=$f(10023) float_1=-999.9
0x0000a6f4 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=14 color=1 count=(8,1) speed=(1.8,0.9) angle=($f(10016),0.04908739) flags=0x00020252
0x0000a720 t=     0 op=0x0010 size=20 b08=0x00 diff=0xff pmask=0x0001  sub_float args=[0x461c8000(s=1176272896,f=10016), 0x3e060a92(s=1040583314,f=0.1308997)]
0x0000a734 t=    10 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=15 color=3 count=(8,1) speed=(1.8,0.9) angle=($f(10016),0.04908739) flags=0x00020252
0x0000a760 t=    10 op=0x0010 size=20 b08=0x00 diff=0xff pmask=0x0001  sub_float args=[0x461c8000(s=1176272896,f=10016), 0x3e060a92(s=1040583314,f=0.1308997)]
0x0000a774 t=    20 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x00000000(s=0,f=0), 0xffffff80(s=-128,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x0000a78c t=    20 op=0x0035 size=12 b08=0x00 diff=0xff pmask=0x0000  return_subroutine args=[]
0x0000a798 sub-footer

## sub 69 [0x0000a7a4, 0x0000a944)
0x0000a7a4 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000012(s=18,f=2.522337e-44)]
0x0000a7b8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461c8000(s=1176272896,f=10016), 0x461d8800(s=1176340480,f=10082)]
0x0000a7cc t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=64 wait_for_clear=0 int_0=60 int_1=1 float_0=-999.9 float_1=0
0x0000a7f4 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=1 kind=131072 wait_for_clear=0 int_0=180 int_1=-1 float_0=-1 float_1=-1
0x0000a81c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3c75c28f(s=1014350479,f=0.015)]
0x0000a830 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3c75c28f(s=1014350479,f=0.015)]
0x0000a844 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3c81b4e8(s=1015133416,f=0.01583333)]
0x0000a858 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3c962fc9(s=1016475593,f=0.01833333)]
0x0000a86c t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0020  define_transform index=2 kind=16 wait_for_clear=0 int_0=240 int_1=-1 float_0=$f(10023) float_1=-999.9
0x0000a894 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=14 color=1 count=(8,1) speed=(1.8,0.9) angle=($f(10016),0.04908739) flags=0x00020252
0x0000a8c0 t=     0 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3e060a92(s=1040583314,f=0.1308997)]
0x0000a8d4 t=    10 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=15 color=3 count=(8,1) speed=(1.8,0.9) angle=($f(10016),0.04908739) flags=0x00020252
0x0000a900 t=    10 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3e060a92(s=1040583314,f=0.1308997)]
0x0000a914 t=    20 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x00000000(s=0,f=0), 0xffffff80(s=-128,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x0000a92c t=    20 op=0x0035 size=12 b08=0x00 diff=0xff pmask=0x0000  return_subroutine args=[]
0x0000a938 sub-footer

## sub 70 [0x0000a944, 0x0000acfc)
0x0000a944 t=     0 op=0x003a size=16 b08=0x00 diff=0xf2 pmask=0x0000  set_primary_animation_mode args=[0x0000000a(s=10,f=1.401298e-44)]
0x0000a954 t=     0 op=0x003a size=16 b08=0x00 diff=0xf4 pmask=0x0000  set_primary_animation_mode args=[0x0000000e(s=14,f=1.961818e-44)]
0x0000a964 t=     0 op=0x003a size=16 b08=0x00 diff=0xf8 pmask=0x0000  set_primary_animation_mode args=[0x00000012(s=18,f=2.522337e-44)]
0x0000a974 t=     0 op=0x009f size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_render_layer args=[0x00000003(s=3,f=4.203895e-45)]
0x0000a984 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x0000a998 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000001e(s=30,f=4.203895e-44)]
0x0000a9a8 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x0000a9b8 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000003(s=3,f=4.203895e-45)]
0x0000a9c8 t=     0 op=0x00a5 size=16 b08=0x00 diff=0xff pmask=0x0001  set_enemy_z_rotation args=[0x461db800(s=1176352768,f=10094)]
0x0000a9d8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461c9000(s=1176276992,f=10020), 0x461ce800(s=1176299520,f=10042)]
0x0000a9ec t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461c9400(s=1176278016,f=10021), 0x461cec00(s=1176300544,f=10043)]
0x0000aa00 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_add args=[0x461c8800(s=1176274944,f=10018), 0x461ce800(s=1176299520,f=10042), 0x461c8000(s=1176272896,f=10016)]
0x0000aa18 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_add args=[0x461c8c00(s=1176275968,f=10019), 0x461cec00(s=1176300544,f=10043), 0x461c8400(s=1176273920,f=10017)]
0x0000aa30 t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x000c  move_to args=[0x0000003c(s=60,f=8.407791e-44), 0x00000001(s=1,f=1.401298e-45), 0x461c8800(s=1176274944,f=10018), 0x461c8c00(s=1176275968,f=10019)]
0x0000aa4c t=   120 op=0x0089 size=20 b08=0x00 diff=0xff pmask=0x0000  set_enemy_callback args=[0x0000000b(s=11,f=1.541428e-44), 0x00000000(s=0,f=0)]
0x0000aa60 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002736(s=10038,f=1.406623e-41), 0x000000be(s=190,f=2.662467e-43)]
0x0000aa74 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002736(s=10038,f=1.406623e-41), 0x000000be(s=190,f=2.662467e-43)]
0x0000aa88 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002736(s=10038,f=1.406623e-41), 0x00000096(s=150,f=2.101948e-43)]
0x0000aa9c t=   120 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002736(s=10038,f=1.406623e-41), 0x00000078(s=120,f=1.681558e-43)]
0x0000aab0 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0003  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00002736(s=10038,f=1.406623e-41)]
0x0000aac4 t=   120 op=0x001a size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_sub args=[0x461c9800(s=1176279040,f=10022), 0x461ce800(s=1176299520,f=10042), 0x461c9000(s=1176276992,f=10020)]
0x0000aadc t=   120 op=0x001a size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_sub args=[0x461c9c00(s=1176280064,f=10023), 0x461cec00(s=1176300544,f=10043), 0x461c9400(s=1176278016,f=10021)]
0x0000aaf4 t=   120 op=0x001a size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_sub args=[0x461c8800(s=1176274944,f=10018), 0x461cf400(s=1176302592,f=10045), 0x461c9000(s=1176276992,f=10020)]
0x0000ab0c t=   120 op=0x001a size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_sub args=[0x461c8c00(s=1176275968,f=10019), 0x461cf800(s=1176303616,f=10046), 0x461c9400(s=1176278016,f=10021)]
0x0000ab24 t=   120 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_mul args=[0x461c8800(s=1176274944,f=10018), 0x461c8800(s=1176274944,f=10018), 0x461c9c00(s=1176280064,f=10023)]
0x0000ab3c t=   120 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_mul args=[0x461c8c00(s=1176275968,f=10019), 0x461c8c00(s=1176275968,f=10019), 0x461c9800(s=1176279040,f=10022)]
0x0000ab54 t=   120 op=0x001a size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_sub args=[0x461c8800(s=1176274944,f=10018), 0x461c8800(s=1176274944,f=10018), 0x461c8c00(s=1176275968,f=10019)]
0x0000ab6c t=   120 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461c8800(s=1176274944,f=10018), 0x00000000(s=0,f=0), 0x00000078(s=120,f=1.681558e-43), 0x0000006c(s=108,f=1.513402e-43)]
0x0000ab88 t=   120 op=0x000f size=20 b08=0x00 diff=0xf2 pmask=0x0001  add_float args=[0x461db800(s=1176352768,f=10094), 0x3b69f685(s=996800133,f=0.003569992)]
0x0000ab9c t=   120 op=0x000f size=20 b08=0x00 diff=0xf4 pmask=0x0001  add_float args=[0x461db800(s=1176352768,f=10094), 0x3b942d32(s=999566642,f=0.004521989)]
