# ecldata5.ecl
sha256: 3148f45faf78bd8211a956edcdc353be73d2781995d3dadd36bdca8132f8fe19
header: subroutines=90 timelines=1 data_end=0x0000b878

## timeline 0 [0x0000a674, 0x0000b878)
0x0000a674 t=   260 op=0x00 size=32 diff=0xff  spawn_enemy sub=2 pos=(192,-16) rest=[0x000002bc, 0xfffffffe, 0x000003e8]
0x00008554 t=   220 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00200000(s=2097152,f=2.938736e-39)]
0x00008568 t=   220 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000000e(s=14,f=1.961818e-44), 0x00000000(s=0,f=0)]
0x0000857c t=   240 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00100000(s=1048576,f=1.469368e-39)]
0x00008590 t=   240 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000001(s=1,f=1.401298e-45)]
0x000085a4 t=   240 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000000e(s=14,f=1.961818e-44), 0x00000000(s=0,f=0)]
0x000085b8 t=   240 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00200000(s=2097152,f=2.938736e-39)]
0x000085cc t=   240 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000000e(s=14,f=1.961818e-44), 0x00000000(s=0,f=0)]
0x000085e0 t=   260 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461c8000(s=1176272896,f=10016), 0x461d8800(s=1176340480,f=10082)]
0x000085f4 t=   260 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000020(s=32,f=4.484155e-44)]
0x00008608 t=   260 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x0000002c(s=44,f=6.165713e-44)]
0x0000861c t=   260 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000030(s=48,f=6.726233e-44)]
0x00008630 t=   260 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000038(s=56,f=7.847271e-44)]
0x00008644 t=   260 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0044  fire mode=3 type=16 color=2 count=($i32(10007),2) speed=(1.4,0.8) angle=($f(10016),0.09817477) flags=0x00100200
0x00008670 t=   260 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3d860a92(s=1032194706,f=0.06544985)]
0x00008684 t=   260 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0044  fire mode=3 type=16 color=2 count=($i32(10007),2) speed=(1.4,0.8) angle=($f(10016),0.09817477) flags=0x00200200
0x000086b0 t=   280 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461c8000(s=1176272896,f=10016), 0x461d8800(s=1176340480,f=10082)]
0x000086c4 t=   280 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0044  fire mode=3 type=16 color=6 count=($i32(10007),2) speed=(1.2,0.6) angle=($f(10016),0.09817477) flags=0x00100200
0x000086f0 t=   280 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3d860a92(s=1032194706,f=0.06544985)]
0x00008704 t=   280 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0044  fire mode=3 type=16 color=6 count=($i32(10007),2) speed=(1.2,0.6) angle=($f(10016),0.09817477) flags=0x00200200
0x00008730 t=   280 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000010(s=16,f=2.242078e-44)]
0x00008744 t=   280 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461c8000(s=1176272896,f=10016), 0x461d8800(s=1176340480,f=10082)]
0x00008758 t=   280 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x40000000(s=1073741824,f=2)]
0x0000876c t=   280 op=0x005b size=36 b08=0x00 diff=0xfe pmask=0x0000  spawn_child_enemy_variant args=[0x0000004d(s=77,f=1.079e-43), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00008790 t=   280 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3ec90fdb(s=1053364187,f=0.3926991)]
0x000087a4 t=   280 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000087b4 t=   280 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x00000118(s=280,f=3.923636e-43), 0xffffffb8(s=-72,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x000087cc t=   300 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x0000005a(s=90,f=1.261169e-43), 0xfffffbd4(s=-1068,f=nan)]
0x000087e0 sub-footer

## sub 76 [0x000087ec, 0x000088b0)
0x000087ec t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=131072 wait_for_clear=0 int_0=300 int_1=-1 float_0=-1 float_1=-1
0x00008814 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=1 kind=16384 wait_for_clear=0 int_0=3 int_1=6 float_0=-1 float_1=-1
0x0000883c t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=2 kind=16 wait_for_clear=0 int_0=60 int_1=-1 float_0=0.03333334 float_1=-999
0x00008864 t=     0 op=0x0061 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=1 type=3 color=5 count=(1,1) speed=(0,0.6) angle=($f(10069),0.09817477) flags=0x00024210
0x00008890 t=    20 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffffd4(s=-44,f=nan)]
0x000088a4 sub-footer

## sub 77 [0x000088b0, 0x00008944)
0x000088b0 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000035(s=53,f=7.426882e-44)]
0x000088c0 t=     0 op=0x0053 size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_flag args=[0x00000001(s=1,f=1.401298e-45)]
0x000088d0 t=     0 op=0x0091 size=16 b08=0x00 diff=0xff pmask=0x0000  enable_enemy_animation_script_refresh args=[0x00000001(s=1,f=1.401298e-45)]
0x000088e0 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x000088f4 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000001e(s=30,f=4.203895e-44)]
0x00008904 t=     0 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x0000004c(s=76,f=1.064987e-43)]
0x00008918 t=     0 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0003  set_velocity_polar args=[0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017)]
0x0000892c t= 30000 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00008938 sub-footer

## sub 78 [0x00008944, 0x0000905c)
0x00008944 t=     0 op=0x0069 size=16 b08=0x00 diff=0xff pmask=0x0000  set_fire_delay args=[0x00000000(s=0,f=0)]
0x00008954 t=     0 op=0x005f size=12 b08=0x00 diff=0xff pmask=0x0000  zero_eligible_enemy_hp_with_score_items args=[]
0x00008960 t=     0 op=0x0071 size=20 b08=0x00 diff=0xff pmask=0x0000  configure_bullet_sounds args=[0xffffffff(s=-1,f=nan), 0xffffffff(s=-1,f=nan)]
0x00008974 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000004(s=4,f=5.605194e-45)]
0x00008984 t=     0 op=0x006e size=20 b08=0x00 diff=0xff pmask=0x0000  set_emission_offset args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x00008998 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x00000a50(s=2640,f=3.699428e-42), 0x00000058(s=88,f=1.233143e-43)]
0x000089ac t=     0 op=0x0099 size=12 b08=0x00 diff=0xff pmask=0x0000  copy_enemy_end_to_timeout_subroutine args=[]
0x000089b8 t=     0 op=0x0084 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current args=[0x00000000(s=0,f=0)]
0x000089c8 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002737(s=10039,f=1.406764e-41), 0x00000000(s=0,f=0)]
0x000089dc t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000005a(s=90,f=1.261169e-43), 0x00000004(s=4,f=5.605194e-45), 0x43400000(s=1128267776,f=192), 0x43000000(s=1124073472,f=128)]
0x000089f8 t=     0 op=0x007a size=244 b08=0x00 diff=0xf2 pmask=0x0000  start_spell_card id=116 score=30000000 field_00=0 name='月眼「月兎遠隔催眠術(テレメスメリズム)」' owner='鈴仙・Ｕ・イナバ'
0x00008aec t=     0 op=0x007a size=244 b08=0x00 diff=0xf4 pmask=0x0000  start_spell_card id=117 score=30000000 field_00=0 name='月眼「月兎遠隔催眠術(テレメスメリズム)」' owner='鈴仙・Ｕ・イナバ'
0x00008be0 t=     0 op=0x007a size=244 b08=0x00 diff=0xf8 pmask=0x0000  start_spell_card id=118 score=30000000 field_00=0 name='月眼「月兎遠隔催眠術(テレメスメリズム)」' owner='鈴仙・Ｕ・イナバ'
0x00008cd4 t=    90 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000004(s=4,f=5.605194e-45)]
0x00008ce4 t=    90 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x00000078(s=120,f=1.681558e-43)]
0x00008cf4 t=    90 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x0000004f(s=79,f=1.107026e-43)]
0x00008d08 t=   240 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00008d14 t=   240 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0xffffffff(s=-1,f=nan)]
0x00008d28 t=   240 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000032(s=50,f=7.006492e-44)]
0x00008d3c t=   240 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461db800(s=1176352768,f=10094), 0x43400000(s=1128267776,f=192)]
0x00008d50 t=   240 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461dbc00(s=1176353792,f=10095), 0x43740000(s=1131675648,f=244)]
0x00008d64 t=   240 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000001(s=1,f=1.401298e-45), 0x00000055(s=85,f=1.191104e-43)]
0x00008d78 t=   240 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00100000(s=1048576,f=1.469368e-39)]
0x00008d8c t=   240 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x00008da0 t=   240 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3f19999a(s=1058642330,f=0.6)]
0x00008db4 t=   240 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000000(s=0,f=0)]
0x00008dc8 t=   240 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000000c(s=12,f=1.681558e-44), 0x00000000(s=0,f=0)]
0x00008ddc t=   240 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00200000(s=2097152,f=2.938736e-39)]
0x00008df0 t=   240 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbfc90fdb(s=-1077342245,f=-1.570796)]
0x00008e04 t=   240 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000000c(s=12,f=1.681558e-44), 0x00000000(s=0,f=0)]
0x00008e18 t=   340 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00100000(s=1048576,f=1.469368e-39)]
0x00008e2c t=   340 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000050(s=80,f=1.121039e-43)]
0x00008e40 t=   340 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000001(s=1,f=1.401298e-45)]
0x00008e54 t=   340 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000000c(s=12,f=1.681558e-44), 0x00000000(s=0,f=0)]
0x00008e68 t=   340 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00200000(s=2097152,f=2.938736e-39)]
0x00008e7c t=   340 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000000c(s=12,f=1.681558e-44), 0x00000000(s=0,f=0)]
0x00008e90 t=   340 op=0x0043 size=24 b08=0x00 diff=0xff pmask=0x0000  set_bounded_random_velocity args=[0x0000003c(s=60,f=8.407791e-44), 0x00000000(s=0,f=0), 0x3f800000(s=1065353216,f=1)]
0x00008ea8 t=   440 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0xffffffff(s=-1,f=nan)]
0x00008ebc t=   440 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000032(s=50,f=7.006492e-44)]
0x00008ed0 t=   440 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461db800(s=1176352768,f=10094), 0x43400000(s=1128267776,f=192)]
0x00008ee4 t=   440 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461dbc00(s=1176353792,f=10095), 0x43740000(s=1131675648,f=244)]
0x00008ef8 t=   440 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000001(s=1,f=1.401298e-45), 0x00000055(s=85,f=1.191104e-43)]
0x00008f0c t=   440 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00100000(s=1048576,f=1.469368e-39)]
0x00008f20 t=   440 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x00008f34 t=   440 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3f19999a(s=1058642330,f=0.6)]
0x00008f48 t=   440 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000000(s=0,f=0)]
0x00008f5c t=   440 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000000c(s=12,f=1.681558e-44), 0x00000000(s=0,f=0)]
0x00008f70 t=   440 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00200000(s=2097152,f=2.938736e-39)]
0x00008f84 t=   440 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbfc90fdb(s=-1077342245,f=-1.570796)]
0x00008f98 t=   440 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000000c(s=12,f=1.681558e-44), 0x00000000(s=0,f=0)]
0x00008fac t=   540 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00100000(s=1048576,f=1.469368e-39)]
0x00008fc0 t=   540 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x0000004f(s=79,f=1.107026e-43)]
0x00008fd4 t=   540 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000001(s=1,f=1.401298e-45)]
0x00008fe8 t=   540 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000000c(s=12,f=1.681558e-44), 0x00000000(s=0,f=0)]
0x00008ffc t=   540 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00200000(s=2097152,f=2.938736e-39)]
0x00009010 t=   540 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x0000000c(s=12,f=1.681558e-44), 0x00000000(s=0,f=0)]
0x00009024 t=   540 op=0x0043 size=24 b08=0x00 diff=0xff pmask=0x0000  set_bounded_random_velocity args=[0x0000003c(s=60,f=8.407791e-44), 0x00000000(s=0,f=0), 0x3f800000(s=1065353216,f=1)]
0x0000903c t=   640 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x000000f0(s=240,f=3.363116e-43), 0xfffffcd8(s=-808,f=nan)]
0x00009050 sub-footer

## sub 79 [0x0000905c, 0x00009200)
0x0000905c t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000006(s=6,f=8.407791e-45)]
0x00009070 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000000(s=0,f=0)]
0x00009084 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x00009098 t=     0 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c8400(s=1176273920,f=10017), 0x461cc400(s=1176290304,f=10033), 0x3f800000(s=1065353216,f=1)]
0x000090b0 t=     0 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8400(s=1176273920,f=10017), 0x40000000(s=1073741824,f=2)]
0x000090c4 t=     0 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461db800(s=1176352768,f=10094), 0x461ccc00(s=1176292352,f=10035), 0x41000000(s=1090519040,f=8)]
0x000090dc t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461dbc00(s=1176353792,f=10095), 0x00000000(s=0,f=0)]
0x000090f0 t=     0 op=0x005a size=36 b08=0x00 diff=0xff pmask=0x0006  spawn_child_enemy args=[0x00000051(s=81,f=1.135052e-43), 0x461db800(s=1176352768,f=10094), 0x461dbc00(s=1176353792,f=10095), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00009114 t=    10 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000000(s=0,f=0)]
0x00009128 t=    10 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbfc90fdb(s=-1077342245,f=-1.570796)]
0x0000913c t=    10 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c8400(s=1176273920,f=10017), 0x461cc400(s=1176290304,f=10033), 0x3f800000(s=1065353216,f=1)]
0x00009154 t=    10 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8400(s=1176273920,f=10017), 0x40000000(s=1073741824,f=2)]
0x00009168 t=    10 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000002(s=2,f=2.802597e-45)]
0x0000917c t=    10 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461db800(s=1176352768,f=10094), 0x461ccc00(s=1176292352,f=10035), 0x41800000(s=1098907648,f=16)]
0x00009194 t=    10 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461db800(s=1176352768,f=10094), 0x43c00000(s=1136656384,f=384)]
0x000091a8 t=    10 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461dbc00(s=1176353792,f=10095), 0x43e00000(s=1138753536,f=448)]
0x000091bc t=    10 op=0x005a size=36 b08=0x00 diff=0xff pmask=0x0006  spawn_child_enemy args=[0x00000053(s=83,f=1.163078e-43), 0x461db800(s=1176352768,f=10094), 0x461dbc00(s=1176353792,f=10095), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000091e0 t=    20 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xfffffe7c(s=-388,f=nan)]
0x000091f4 sub-footer

## sub 80 [0x00009200, 0x000093a4)
0x00009200 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000006(s=6,f=8.407791e-45)]
0x00009214 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000000(s=0,f=0)]
0x00009228 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x0000923c t=     0 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c8400(s=1176273920,f=10017), 0x461cc400(s=1176290304,f=10033), 0x3f800000(s=1065353216,f=1)]
0x00009254 t=     0 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8400(s=1176273920,f=10017), 0x40000000(s=1073741824,f=2)]
0x00009268 t=     0 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461db800(s=1176352768,f=10094), 0x461ccc00(s=1176292352,f=10035), 0x41000000(s=1090519040,f=8)]
0x00009280 t=     0 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461db800(s=1176352768,f=10094), 0x43c00000(s=1136656384,f=384)]
0x00009294 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461dbc00(s=1176353792,f=10095), 0x00000000(s=0,f=0)]
0x000092a8 t=     0 op=0x005a size=36 b08=0x00 diff=0xff pmask=0x0006  spawn_child_enemy args=[0x00000051(s=81,f=1.135052e-43), 0x461db800(s=1176352768,f=10094), 0x461dbc00(s=1176353792,f=10095), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000092cc t=    10 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000000(s=0,f=0)]
0x000092e0 t=    10 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbfc90fdb(s=-1077342245,f=-1.570796)]
0x000092f4 t=    10 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c8400(s=1176273920,f=10017), 0x461cc400(s=1176290304,f=10033), 0x3f800000(s=1065353216,f=1)]
0x0000930c t=    10 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8400(s=1176273920,f=10017), 0x40000000(s=1073741824,f=2)]
0x00009320 t=    10 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00009334 t=    10 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461db800(s=1176352768,f=10094), 0x461ccc00(s=1176292352,f=10035), 0x41000000(s=1090519040,f=8)]
0x0000934c t=    10 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461dbc00(s=1176353792,f=10095), 0x43e00000(s=1138753536,f=448)]
0x00009360 t=    10 op=0x005a size=36 b08=0x00 diff=0xff pmask=0x0006  spawn_child_enemy args=[0x00000053(s=83,f=1.163078e-43), 0x461db800(s=1176352768,f=10094), 0x461dbc00(s=1176353792,f=10095), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00009384 t=    20 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xfffffe7c(s=-388,f=nan)]
0x00009398 sub-footer

## sub 81 [0x000093a4, 0x00009470)
0x000093a4 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000035(s=53,f=7.426882e-44)]
0x000093b4 t=     0 op=0x0053 size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_flag args=[0x00000001(s=1,f=1.401298e-45)]
0x000093c4 t=     0 op=0x0091 size=16 b08=0x00 diff=0xff pmask=0x0000  enable_enemy_animation_script_refresh args=[0x00000001(s=1,f=1.401298e-45)]
0x000093d4 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x000093e8 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000001e(s=30,f=4.203895e-44)]
0x000093f8 t=     0 op=0x0052 size=16 b08=0x00 diff=0xff pmask=0x0000  set_minimum_fire_distance args=[0x00000000(s=0,f=0)]
